cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;nit;cod_dpto;departamento;cod_mpio;municipio;localidad;barrio;direccion;telefono;correo_electronico;pagina_web;naturaleza;nombre_representante;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;fecha_otorgamiento;fecha_vencimiento;longitud;latitud;año_corte;mes_corte;fecha_corte
3.801,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER;9.306,;IETDH INSTITUTO TECNICO LABORAL Y EMPRESARIAL COMFANORTE PAMPLONA;002838;2019 jul 04 12:00:00 AM;890500516-3;54,;NORTE DE SANTANDER;54.518,;PAMPLONA;;CENTRO;CARRERA 5 # 3-80;5687573;uiscpamplona@comfanorte.com.co;www.comfanorte.com.co;PRIVADA;CLAUDIA PATRICIAGUTIERREZ HERNANDEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9.099,;CEDENORTE INSTITUCIÓN TÉCNICA SECCIONAL MEDELLÍN;201850083655;2018 dic 13 12:00:00 AM;9012041391;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;;CALLE 50 N° 54 - 32;604 60 07;hlambrano@cedenorte.edu.co;;PRIVADA;HUMBERTO JAIMELAMBRAÑO MÉNDEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.814,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SINCELEJO;4.505,;CORPORACIÓN BIOESTETICA CENTRO DE ENSEÑANZA;4987;2018 oct 01 12:00:00 AM;33172139 - 2;70,;SUCRE;70.001,;SINCELEJO;;;CALLE 24 N° 18 - 72 CUARTO PISO EDIFICIO SANDRA;2764443 EX 2129;bio_estetica2006@hotmail.com;;PRIVADA;MARIA EUGENIAHERRERA DE POLO;SI;FT-CER356030;NTC 5555;ICONTEC;RENOVADA;2014 dic 19 12:00:00 AM;2020 dic 18 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
7.609,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIONEGRO;8.901,;UNIVERSIDAD CATÓLICA DE ORIENTE - UCO;2650;2083 feb 24 12:00:00 AM;890984746-7;5,;ANTIOQUIA;5.615,;RIONEGRO;;Santa Ana;CARRERA 46 No. 40B - 50;5316380;uco@uco.edu.co;www.uco.edu.co;PRIVADA;DARIO DEL SOCORROGOMEZ ZULUAGA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8.930,;INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO KUEPA SEDE RESTREPO;15-022;2018 jun 13 12:00:00 AM;900241770-1;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;ANTONIO NARIÑO;RESTREPO;Carrera 19 # 20 - 21 sur;2120282;asesor.educativo8@kuepa.com;https://www.kuepa.com/co;PRIVADA;JORGE LUIS GARCIA GARZON;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1.378,;INSTITUTO DE VENTAS Y MERCADEO PEDRO H MORALES;2134;2097 feb 24 12:00:00 AM;860352327-3;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TEUSAQUILLO;TEUSAQUILLO;CALLE 31a NO° 16-23;3105702188;hmorales@grupocima.org;www.grupocima.co;PRIVADA;PEDROMORALES SATIZABAL;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.930,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ZIPAQUIRÁ;6.387,;INSTITUTO EDUCATIVO PARA EL DESARROLLO HUMANO,   HUMANARTE;402;2012 nov 23 12:00:00 AM;20424175-3;25,;CUNDINAMARCA;25.899,;ZIPAQUIRÁ;;ALGARRA I;CARRERA 10 A   6 -09;8525682  312413;humanarte09@yahoo.es;;PRIVADA;CESAR ORLANDORODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4.771,;CORPORACION TECNOLOGICA EMPRESARIAL-KENNEDY;1695;2006 may 09 12:00:00 AM;830098907-7;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;KENNEDY;PASTRANITA PRIMER SECTOR;CARRERA 80 NO. 49B 29 SUR;2649822;directorkennedy@corpoempresarial.edu.co;;PRIVADA;LUZ HELENA ARANGO RODRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.765,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;9.277,;CORPORACIÓN EDUCATIVA TÉCNICA DE COLOMBIA CORPETEC;0157;2019 feb 04 12:00:00 AM;802018480-0;8,;ATLÁNTICO;8.758,;SOLEDAD;;ANTONIO NARIÑO;CALLE 50 # 14B-07;3017148579;ANTONIOGALAN_2002@HOTMAIL.ES;;PRIVADA;RODOLFO RAFAEL RODRIGUEZ GONZALEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.767,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;7.980,;FUNDACION NACIONAL PARA EL DESARROLLO TECNICO, TECNOLOGICO  Y COMUNITARIO DE COLOMBIA - FUNDETEC;01-587;2012 dic 29 12:00:00 AM;8230049656;13,;BOLÍVAR;13.244,;EL CARMEN DE BOLÍVAR;;La Unión;Carretera Troncal Vía Sincelejo;3005182441;coordgeneral@fundetec.edu.co;www.fundetec.edu.co;PRIVADA;JOSE WALTERPARRADO CORREDOR;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4.083,;FENALCO BOGOTA DIRECCION DE CAPACITACION;3755;2008 sep 19 12:00:00 AM;860009161-9;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SANTA FE;GERMANIA;CARRERA 4  N 19-85;2971717;cmorales@fenalcobogota.com.co;;PRIVADA;MARTHA TRIVIÑO REYES;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.911,;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;6.415,;ACADEMIA DE BELLEZA LA COSTA;1539;2012 nov 16 12:00:00 AM;036527070-1;47,;MAGDALENA;47.001,;SANTA MARTA;;CENTRO;CALLE 20 No. 5-80;4213921;erwind06@hotmail.com;;PRIVADA;DIANA DEL CARMEN JIMENEZ EGUIS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.806,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;7.051,;IDIOMAS ACADEMIA;5606;2013 sep 19 12:00:00 AM;900594982-0;66,;RISARALDA;66.001,;PEREIRA;;POPULAR MODELO;CALLE 2 11B-07;3136786446;direccion@idiomasacademia.co;www.idiomasacademia.co;PRIVADA;ISABEL CRISTINAVALENCIA HENAO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9.373,;CENTRO DE ESTUDIO PAULO FREIRE;110401;2012 dic 12 12:00:00 AM;901218119-3;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;SUBA;VILLA HERMOSA;CARRERA 100 C No. 158-56;3103271326;centrodeestudios@freireedumail.com;;PRIVADA;YASMINANZOLA RINCON;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;4.809,;POLITECNICO ATENAS;007685;2010 nov 29 12:00:00 AM;007685;25,;CUNDINAMARCA;25.297,;GACHETÁ;;;CARRERA 5 No 5-31;8535166;politecnicoatenas@hotmail.com;;PRIVADA;ARMANDOSANCHEZ RAMIREZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.788,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA;3.959,;FUNDACION SAN MATEO;513;2009 jun 05 12:00:00 AM;832008253-1;25,;CUNDINAMARCA;25.754,;SOACHA;;;CRA 7 No. 18 - 99;7814357;fsmsoacha@msn.com;;PRIVADA;CLAUDIA MARCELAGARCIA ZABALETA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.764,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;4.727,;CENTRO DE INFORMATICA DEL CARIBE LTDA DE SABANALARGA;1233;2008 jul 21 12:00:00 AM;900216554-1;8,;ATLÁNTICO;8.638,;SABANALARGA;;;CALLE 18 No. 17 - 35;8783072;resolucioncic2018@hotmail.com;;PRIVADA;JAINE MANUEL BULDING ACEVEDO;NO;20.058-1;NTC 5555;CELAC;CANCELADA;2016 abr 02 12:00:00 AM;2019 abr 01 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.778,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;5.692,;CENTRO DE SERVICIOS Y CAPACITACION COMFACAUCA;01013;2005 ago 26 12:00:00 AM;891500182-0;19,;CAUCA;19.001,;POPAYÁN;;CENTRO;CARRERA 9 # 3-23;8231868;capacitacion@comfacauca.com;www.comfacauca.com;PRIVADA;JUAN CRISTOBALVELASCO CAJIAO;NO;CO18/8031;NTC 5555;SGS COLOMBIA;VENCIDA;2018 may 11 12:00:00 AM;2017 dic 17 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.765,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;8.564,;"INSTITUTO TÉCNICO TRIUNFAR ""INTET""";0479;2017 jun 07 12:00:00 AM;901079259-9;8,;ATLÁNTICO;8.758,;SOLEDAD;;NUEVO MILENIO;CARRERA 14A #60-06;3013936100;EUDERMEJIA1602@4HOTMAIL.COM;;PRIVADA;ALVARO ESTRADA BLANCO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.787,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT;9.233,;INSTITUTO DE FORMACIÓN ACADÉMICA BÁSICA COMPLEMENTARIA - IFABC;1053;2018 dic 21 12:00:00 AM;32001460-6;25,;CUNDINAMARCA;25.307,;GIRARDOT;;Centenario;Crr 19-13-04;3165459613;sanignaciogirardot@gmail.com;;PRIVADA;MariaCortes;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.779,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR;7.518,;"INSTITUTO TECNICO DEL NORTE ""ITN""";006063;2009 abr 15 12:00:00 AM;225678681;20,;CESAR;20.238,;EL COPEY;;;Calle 11 No. 19-25 (Colegio Maria Montessori);0956560030;itncopey@hotmail.com;;PRIVADA;HILDA JOSEFINAOSORIO CHARRIS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.777,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;7.943,;INSTITUTO TECNICO LABORAL ALHERSAN;8386;2015 oct 16 12:00:00 AM;25271379-9;19,;CAUCA;19.548,;PIENDAMÓ;;PIENDAMO;Carrera 3,# 12-33;3148286941;bachilleratoalhersan@gmail.com;;PRIVADA;LUIS BENITO ORTIZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;231,;INSTITUTO TRIANGULO PATIO BONITO;8687;2097 dic 09 12:00:00 AM;830.006.570-5;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;KENNEDY;PATIO BONITO;CARRERA 97 No. 38 B 21 SUR;2647606;secacademia.triangulopb@gmail.com;http://www.institutotriangulo.edu.co/;PRIVADA;EDGAR LIBARDONOVOA JIMENEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.798,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7.621,;INSTITUTO DE CAPACITACIÓN EN ÁREAS ADMINISTRATIVAS Y SISTEMAS INCAAS;1739;2012 jun 08 12:00:00 AM;30726466;52,;NARIÑO;52.694,;SAN PEDRO DE CARTAGO;;;I.E SAN PEDRO DE CARTAGO;7238037;domalaye@hotmail.com;;PRIVADA;DORYS MARGOTLASSO YELA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9.479,;ESCUELA NACIONAL DE CINE CHAPINERO;02-011;2020 feb 07 12:00:00 AM;900357157-5;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;CHAPINERO;Chapinero;Carrera 11 # 73-32;9260918;info@enacc.co;;PRIVADA;FernandoParada Rodriguez;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;8.049,;ESCUELA GASTRONOMICA CHEF CAPARROSO;06219;2015 oct 30 12:00:00 AM;900703651-7;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;;CALLE 96 No. 47 - 60;3864311;chefcaparrozo@hotmail.com;;PRIVADA;JAIRO LEONMUÑOZ CAPARROSO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1.059,;ACADEMIA TECNICA DE BELLEZA;06-004;2010 feb 12 12:00:00 AM;79325411-7;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TUNJUELITO;VENECIA;CARRERA 51 N 46A  08 SUR;5644691;academiatecnica@hotmail.com;www.academiatecnicadebelleza.com;PRIVADA;JOSE WILSON MORENO ROMERO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.797,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;6.062,;"PROGRESO EMPRESARIAL ""PROEM""";2516;2011 nov 28 12:00:00 AM;79878664-6;50,;META;50.001,;VILLAVICENCIO;;;CARRERA 47 No.7B-20;3115757284;andresgalindo18@hotmail.com;;PRIVADA;WILLIAM ANDRESGALINDO PEÑUELA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.802,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;7.287,;FUNDACION TECNICA DE COLOMBIA;1852;2013 sep 20 12:00:00 AM;900253056-2;54,;NORTE DE SANTANDER;54.001,;CÚCUTA;;La Playa;Avenida 3 No. 15-49;5727070;futc_cucuta@hotmail.com;;PRIVADA;Oscar DemetrioPlata Serrano;SI;FT-CER607885;NTC 5555;ICONTEC;PRIMERA VEZ;2018 jun 01 12:00:00 AM;2021 may 31 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;6.351,;"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""";495;2012 ago 23 12:00:00 AM;900350585-2;23,;CÓRDOBA;23.574,;PUERTO ESCONDIDO;;20 DE JULUI;SECTOR LA PLAYA;3106275143;ceprodentpuertoes@hotmail.com;;PRIVADA;FERNANDOBITTAR CURE;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.783,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE LORICA;5.523,;"INSTITUTO TECNICO DE LA COSTA ""INSTECO""";00291;2016 jun 13 12:00:00 AM;0000007316063-8;23,;CÓRDOBA;23.417,;LORICA;;PAULO VI-FINZENU;CRA 31 N°20 14;7739106;insteco2009@hotmail.com;;PRIVADA;JOSE LUISCASTILLO ESTRADA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.759,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9.424,;FUNDACIÓN UNIVERSITARIA MARÍA CANO;17996;2087 nov 17 12:00:00 AM;8000367811;5,;ANTIOQUIA;5.001,;MEDELLÍN;MEDELLIN;;Calle 56 N° 41 - 90;4025500;hugo.valencia@fumc.edu.co;;PRIVADA;HUGO ALBERTOVALENCIA PORRAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;7.039,;CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO - UDI - INSTITUTO DE LENGUAS;22195;2085 dic 20 12:00:00 AM;890212433-5;68,;SANTANDER;68.001,;BUCARAMANGA;;LA UNIVERSIDAD;CALLE 9 No. 23-55;6352525;vice.academica@udi.edu.co;www.udi.edu.co;PRIVADA;JAIROCASTRO CASTRO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.809,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;9.031,;INSTITUTO DE FORMACIÓN EMPRESARIAL FENALCO SANTANDER;2982;2018 sep 10 12:00:00 AM;890201284-7;68,;SANTANDER;68.001,;BUCARAMANGA;;CENTRO;CARRERA 20 NO. 36-49;6524200;jefeformacion@fenalcosantander.com.co;www.fenalcosantander.com.co;PRIVADA;ALEJANDROALMEYDA CAMARGO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.770,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA;1.877,;"ESCUELA Y TALLER DE CAPACITACIÓN EN SALUD DEL NORORIENTE ""NORSALUD""";0163;2010 mar 15 12:00:00 AM;820000091-5;15,;BOYACÁ;15.001,;TUNJA;;CENTRO;CRA 9 NO. 18-76;7442898;norsaludtunja@hotmail.com;;PRIVADA;HELMUT ENRIQUE MEJÍA MEJÍA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.793,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAICAO;9.555,;ESCUELA DE NEGOCIOS EADI;RESOLUCIÓN_1160;2015 sep 18 12:00:00 AM;26667868_5;44,;LA GUAJIRA;44.430,;MAICAO;;Mareygua;CALLE 14a No. 33-35;3003044913;liliarequena11@gmail.com;;PRIVADA;LILIAREQUENA RODDRIGUEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.823,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TULUÁ;2.749,;"Taller Odontológico y de Mecánica Dental ""TOMEDENT""";310-056,194;2009 abr 16 12:00:00 AM;31204861-4;76,;VALLE DEL CAUCA;76.834,;TULUÁ;;VILLA CAMPESTRE;CARRERA 44 CON CALLE 37B ESQUINA;2262675;info@tomedent.com;www.tomedent.com;PRIVADA;FABIAN TENORIO LOZANO;NO;FT-CER481333;NTC 5555;ICONTEC;VENCIDA;2016 ago 17 12:00:00 AM;2019 ago 16 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.798,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7.609,;INSTITUTO DE CAPACITACIÓN EN ÁREAS ADMINISTRATIVAS Y SISTEMAS INCAAS;2006;2013 jun 19 12:00:00 AM;307264664;52,;NARIÑO;52.352,;ILES;;BARRIO EL EDEN;I.E JOSE ANTONIO GALAN;7238037;ins.incaas@gmail.com;;PRIVADA;DORIS MARGOTLASSO YELA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.816,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;5.904,;FUNDACION COLOMBO AMERICANO  IBAGUE;81-1609;2008 sep 25 12:00:00 AM;900120815-5;73,;TOLIMA;73.001,;IBAGUÉ;;CADIZ;CALLE 35 4A 18;2643291;sybilapuente@hotmail.com;www.colomboamericanoibague.com;PRIVADA;SYBILAPUENTE ESCALLON;SI;FT-CER444809;NTC 5555;ICONTEC;RENOVADA;2016 ene 27 12:00:00 AM;2022 ene 26 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.819,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;4.769,;INSTITUCION EDUCATIVA PARA EL TRABAJO Y EL DESARROLLO HUMANO SAN BUENAVENTURA;1110;2010 jun 30 12:00:00 AM;900356855-3;76,;VALLE DEL CAUCA;76.109,;BUENAVENTURA;;SAN LUIS;Calle 5a Nº 34-15;3174390454;cjquintana@live.com;;PRIVADA;CARLOS JULIOQUINTANA LOPEZ;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.735,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;4.255,;FUNDACION ESCUELA DE ENFERMERIA DE UBATE-SEDE PACHO;000837;2000 jun 22 12:00:00 AM;08320032410;25,;CUNDINAMARCA;25.513,;PACHO;;;CALLE 8 No 17-21;3102592953;feeubate@gmail.com;;PRIVADA;LUZ MARIELADE LA HOZ RINCON;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
7.740,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SABANETA;9.592,;FUNDACION UNIVERSITARIA CEIPA;6266;2083 abr 05 12:00:00 AM;890910961;5,;ANTIOQUIA;5.631,;SABANETA;;LA DOCTORA;CALLE 77 SUR NRO. 40-165;3056170;rectoria@ceipa.edu.co;www.pluslc.com/pluslanguage/;PRIVADA;DIEGO MAURICIOMAZO CUERVO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4.648,;INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO CENESCALA (CENTRO NACIONAL DE ESTUDIOS Y CAPACITACIÓN LABORAL);5232;2006 abr 12 12:00:00 AM;830146488-9;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;ANTONIO NARIÑO;RESTREPO;CARRERA 18 SUR No. 18-52;7568664;cmilenam@cicce.edu.co;http://cenescala.edu.co/;PRIVADA;CLAUDIA MILENA MANJARREZ ALZATE;SI;20.069-1;NTC 5555;CELAC;PRIMERA VEZ;2018 dic 01 12:00:00 AM;2021 nov 30 12:00:00 AM;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.910,;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;6.820,;INSTITUTO INTERNACIONAL DE IDIOMAS Y TURISMO STEPHEN KRASHEN;303;2012 jul 10 12:00:00 AM;9000643835;13,;BOLÍVAR;13.001,;CARTAGENA;;SECTOR AMBERES;AVENIDA PEDRO DE HEREDIA, SECTOR AMBERES No. 39-288,;6622493;institutokrashen@hotmail.com;;PRIVADA;JAIRO TADEORAMIREZ FONSECA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;403,;ACADEMIA DE BELLEZA EUROPEA;16-0041;2009 jun 11 12:00:00 AM;20192491;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;PUENTE ARANDA;COLON;CRA 56 NO 4 - 14;4207590;academiadebellezaeuropea@hotmail.com;;PRIVADA;MARTHA JEANETH CARDONA VARGAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.826,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;7.696,;Politécnico Nacional de Artes y Oficios PONAO;2427;2015 jun 12 12:00:00 AM;900259914-4;86,;PUTUMAYO;86.001,;MOCOA;;Olimpico;Carrera 8 N°13-34;3218410153;direcciongeneralciadet@gmail.com;;PRIVADA;LUIS ANTONIORUIZ CICERY;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.781,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;8.414,;CORPORACION EDUCATIVA DE CORDOBA;1983;2016 ago 16 12:00:00 AM;812001590-4;23,;CÓRDOBA;23.182,;CHINÚ;;Chinulito;carrera 10 N° 10-29;7817380;direccion@cortecor.edu.co;;PRIVADA;CARLOS ALONSO MARTINEZ HOYOS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.818,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3.308,;INSTITUTO DE EDUCACION TECNICA CAFOR;4143.2.21.5599;2009 jul 10 12:00:00 AM;2851499 - 1;76,;VALLE DEL CAUCA;76.001,;CALI;;SAN VICENTE;AVENIDA 2 D NO. 24 N - 127;668 16 19;contacto@institutocafor.edu.co;WWW.INSTITUTOCAFOR.EDU.CO;PRIVADA;LUÍS CARLOSRINCÓN CABEZAS;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
4.909,;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;9.526,;CORPORACION TECNICA APRENDIENDO;10293;2019 dic 13 12:00:00 AM;901204505-2;8,;ATLÁNTICO;8.001,;BARRANQUILLA;;ALBORAYA;CALLE 45 No. 7F - 43;3012444133;corporacionaprendiendo@gmail.com;;PRIVADA;CESAR AUGUSTOALBOR VALENZUELA;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.810,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA;2.456,;SISTEMAS INTERACTIVOS DE COLOMBIA BARRANCABERMEJA LTDA;1767;2009 oct 21 12:00:00 AM;800095325-8;68,;SANTANDER;68.081,;BARRANCABERMEJA;;COLOMBIA;CARRERA 15 Nº 49-15;6221383;barrancabermeja@systemplus.edu.co;www.systemplus.edu.co;PRIVADA;ALBERTOLOPEZ GARRIDO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.766,;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7.947,;INSTITUTO EDUCATIVO ENEAUDIO NYD;13-085;2015 oct 09 12:00:00 AM;900773723-8;11,;BOGOTÁ D.C.;11.001,;BOGOTÁ;TEUSAQUILLO;LA SOLEDAD;CARRERA 30A  No. 25A-55;2698014;contacto@eneaudio.edu.co;www.eneaudio.edu.co;PRIVADA;OLGA LUCIADIAZ SARMIENTO;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.817,;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;8.037,;INSTITUTO GLOBAL TECHNICAL STUDY CORPORATION GTS;2554;2014 may 19 12:00:00 AM;00000093400333-2;76,;VALLE DEL CAUCA;76.400,;LA UNIÓN;;BELEN;CALLE 14 CON CARRERA 12-69;2023472;gtsenglishlucho@hotmail.com;;PRIVADA;LUIS EDUARDOCARDENAS CALDERON;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
3.802,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;5.574,;VIILA SANTANDER;000537;2011 abr 01 12:00:00 AM;4953944-1;54,;NORTE DE SANTANDER;54.001,;CÚCUTA;;Centro;Calle 13 # 6-79;5831566;colmilmatamoros@gmail.com;;PRIVADA;Luis Carlos Villamizar Santander;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
10.857,;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MOSQUERA;6.663,;CENTRO SALESIANO SAN JOSE;RESOLUCION108;2014 may 12 12:00:00 AM;8600080100;25,;CUNDINAMARCA;25.473,;MOSQUERA;;CENTRO DE MOSQUERA;Avenida 13 No.5-09 Mosquera;8277091;academicaissj@sdbcob.org;;PRIVADA;PBRO. OSCAR ERNESTO OLANO ANGEL;NO;;;;;;;;;2.020,;11,;2020 nov 30 12:00:00 AM
